id_venta,id_producto,cantidad,precio
204,3,6,344.2411244093792
205,6,6,484.1737601391045
206,12,9,37.31239742564087
207,34,1,347.5607269673622
208,42,7,70.55101419709213
209,24,9,127.99394156357005
210,13,2,494.74262563330507
211,16,1,486.0217374881152
212,47,6,208.0999327809531
213,34,3,338.4698731755237
214,3,5,177.82853567321737
215,49,3,351.6410977286639
216,33,5,335.26076042217016
217,13,9,100.95072797895949
218,42,7,477.58091173927767
219,27,9,303.37580952346497
220,33,1,420.06337347981304
221,11,5,166.03150588380473
222,29,9,179.6787966186778
223,48,2,86.05171135206778
224,24,8,140.8055873323784
225,47,7,111.06053806437022
226,50,2,338.7962416838156
227,5,5,132.1175371621881
228,9,5,145.99651223672723
229,9,3,270.492934554259
230,27,2,106.74842292509697
231,48,1,459.9093906052609
232,5,8,49.90639603660413
233,43,6,55.48175793154913
234,27,9,264.5281509166146
235,42,6,102.59537933872251
236,36,3,226.9339539605735
237,48,8,473.119998243599
238,31,8,428.4341902445344
239,6,3,39.91857744990335
240,41,2,311.6473783837028
241,26,9,10.489807590516364
242,5,8,437.91443234385173
243,12,8,415.32041360526614
244,43,7,107.60849699411848
245,14,4,216.25236852221636
246,47,5,257.4768473056468
247,25,5,187.74456759502596
248,28,2,82.0008883292178
249,39,2,206.76681104970112
250,36,6,160.2434877126729
251,17,8,177.3243993103359
252,28,6,377.66317599162653
253,28,2,410.64417817230344
254,4,6,464.0862523776172
255,27,5,284.38430347257486
256,20,3,45.258288903995464
257,2,8,341.55261501288055
258,3,7,334.34638697340347
259,39,3,224.61397497854907
260,34,7,304.6110076135967
261,26,4,433.10333312677676
262,35,8,28.87585878116602
263,40,7,394.0538237446368
264,46,6,186.8316213356959
265,43,6,434.56335251231457
266,45,7,413.73999920475416
267,33,4,450.3019360465939
268,1,6,348.91185837040575
269,43,5,248.44093214092658
270,35,5,194.60132045989332
271,42,9,168.32542403704147
272,43,3,53.5084615331988
273,40,2,89.43813426348797
274,49,4,431.41580561087943
275,47,6,441.72332806527936
276,49,7,292.0831121002714
277,39,7,119.44669247974235
278,13,6,487.9270219904074
279,48,9,240.08814464444944
280,15,5,65.3039868772736
281,31,8,490.48596538969093
282,2,9,438.82242922988297
283,34,3,390.5056971043459
284,32,4,163.2108267256295
285,39,3,183.08411872104256
286,12,1,222.44112334482298
287,27,3,150.35672563120912
288,22,6,492.45060443401746
289,30,9,74.69573176215066
290,39,9,273.18745716290124
291,19,4,308.8396880450989
292,12,4,241.2990817823426
293,49,1,40.870306680445076
294,24,9,207.76742306294207
295,38,6,260.91464203191515
296,21,7,234.02287765533794
297,33,4,25.909511439308552
298,26,6,262.6742164707779
299,30,7,346.798130868442
300,32,7,291.12349371417235
301,1,7,357.7405065122374
302,8,1,187.85210304110743
303,2,1,489.9810409017554
304,24,7,140.58930537714423
305,29,6,472.92705843025885
306,36,2,302.0472587937604
307,11,5,16.96569026136808
308,21,3,162.6884428913914
309,23,2,332.6051913654685
310,14,5,150.5922650733703
311,46,8,175.68265527201154
312,26,6,322.33854859971206
313,36,4,292.8991644647622
314,13,9,10.030375815916031
315,6,7,360.1153060351475
316,28,4,247.15514223269946
317,25,4,153.90139153991777
318,22,9,50.271973572199556
319,46,3,68.56948711670975
320,9,5,117.04975334031747
321,6,6,159.0377497692232
322,36,5,240.8896235519952
323,15,2,291.5917015445934
324,44,5,139.76496865512246
325,36,1,94.42467714411384
326,50,1,110.04971441763571
327,17,6,165.3008982509565
328,26,7,290.6278744621369
329,24,2,365.79408968664677
330,7,3,494.1228441052939
331,29,6,146.72592762460374
332,8,9,335.33882304697704
333,18,6,305.7949130263879
334,43,1,53.63324111895044
335,25,8,489.86351894001274
336,44,3,471.43869208345694
337,27,6,481.08749402632316
338,6,7,493.1572488109336
339,43,4,393.53685133126817
340,31,2,306.09862955743176
341,49,6,81.10921855511445
342,48,6,377.78631585917486
343,29,6,426.3329872928937
344,30,9,162.77684915060888
345,19,8,61.225194677575594
346,21,7,120.64127146934419
347,24,2,355.9960666037427
348,22,9,193.34076179809207
349,44,9,476.1238327548346
350,41,2,174.48552198868433
351,25,4,252.21195676815992
352,31,8,67.70922980205185
353,48,3,492.7261815044155
354,32,9,186.7008407064277
355,22,1,445.728742201179
356,23,2,401.3258195068534
357,43,4,301.10219850254003
358,49,7,228.89638063944867
359,14,8,439.49027951363274
360,4,8,310.1002779571263
361,16,2,51.47361585228841
362,18,5,83.56057507183887
363,35,4,293.8592934982925
364,33,8,344.79710340885606
365,2,5,329.30774555700066
366,33,7,294.4200444625269
367,4,8,225.28060709348065
368,25,5,366.11442274091104
369,13,5,388.7574904001451
370,13,6,458.4372773434992
371,22,9,367.82509440124016
372,41,9,318.6662665908992
373,34,2,490.0245467397366
374,4,7,33.529005507155944
375,48,2,337.11328029550384
376,6,8,324.71251461443075
377,18,2,138.340344381213
378,5,3,220.54111986814772
379,24,4,59.18189401116743
380,21,8,57.8479258485095
381,35,9,418.013894458021
382,37,3,325.6782347069548
383,36,9,248.77054981417436
384,31,3,318.8368449802451
385,12,8,460.829383900221
386,35,5,143.528661409542
387,19,6,54.91550817243011
388,39,4,383.62960378831156
389,18,9,461.0326728044079
390,8,1,226.3026639674691
391,30,3,337.2283120182708
392,17,6,160.1418984648389
393,37,3,32.94201651209503
394,5,3,68.67017926078786
395,46,8,326.3329137566323
396,30,1,355.24071383312906
397,20,6,33.260975053219816
398,9,7,272.5558010536076
399,39,3,297.3224462152383
400,7,4,462.25358569696357
401,4,4,357.18075156307725
402,41,4,392.8114213185598
403,50,5,185.94630007147222
404,7,8,342.8466221210977
405,43,6,95.70144070433402
406,14,8,226.45007062909937
407,38,5,327.87000984740916
408,7,6,20.250559027566453
409,1,9,118.46746274541971
410,6,6,326.7544832792438
411,24,9,435.94299254816644
412,21,7,214.94377634909856
413,42,9,314.36101590513323
414,36,1,494.6241951296889
415,23,4,344.3574026674187
416,22,4,415.12143192797765
417,50,2,56.94222818260915
418,30,7,291.87786889333194
419,24,1,374.8268380183151
420,28,2,333.5957998788503
421,44,2,173.9202656210861
422,41,7,88.05875341257959
423,26,3,470.54299880737994
424,41,8,248.4946173567865
425,49,7,51.45106643623369
426,11,4,221.23741457157524
427,50,1,490.4997274365045
428,14,9,42.05999415916849
429,26,1,267.9068793222138
430,25,5,39.933484313413906
431,22,4,346.17873282245523
432,33,3,361.3779220979037
433,41,6,29.133436631502434
434,14,6,487.5488447684608
435,31,7,211.0281548371886
436,35,1,88.20672788503751
437,34,9,334.1301174481047
438,33,8,157.10167060243643
439,40,9,484.72004070507813
440,42,7,202.12623064130025
441,43,5,336.22012396121045
442,26,5,366.3331276136573
443,50,7,88.72574516746675
444,18,2,483.822105863386
445,42,2,276.8490318315134
446,38,4,257.42767709486685
447,5,2,179.23317996542724
448,19,9,353.157264678096
449,8,1,132.49474104706047
450,34,6,428.673180533118
451,1,6,257.1642693470265
452,47,3,347.1208025209517
453,13,2,286.73552576372015
454,50,2,54.538528103835326
455,22,7,57.43226074596534
456,41,2,24.733913445114688
457,43,7,398.125746821482
458,27,1,136.51761140000664
459,40,2,52.31540944414341
460,47,5,292.48766585725684
461,46,9,451.57944285100456
462,11,6,140.06139267605676
463,46,2,153.97825496056677
464,1,8,471.6949820937019
465,43,5,448.03480175636264
466,32,8,385.89574534526867
467,11,8,147.43341817790974
468,28,7,304.4865926186581
469,22,4,68.73730143372406
470,47,3,358.7523826901821
471,20,9,266.8090669105157
472,22,4,91.31095757845662
473,18,7,138.29731197556
474,26,2,285.1349115951021
475,2,3,375.9406384263506
476,19,1,90.31542819836599
477,4,2,402.9004043886627
478,50,6,102.5480794041221
479,13,9,199.32681727016862
480,46,5,146.31223201564308
481,4,9,203.75644325216103
482,19,2,204.52327060359184
483,33,1,118.32440102964715
484,30,4,159.00044638975993
485,4,9,28.140404484817378
486,21,2,179.47943658447835
487,32,5,86.03014018780085
488,28,8,63.68872844477418
489,46,6,91.56424181732312
490,46,4,331.77278647847663
491,49,2,284.9507719790526
492,49,2,371.29678666112824
493,5,6,167.54860927601106
494,24,3,275.88182250201805
495,50,8,188.77356377132142
496,27,6,224.10691177589752
497,33,3,211.72165490600634
498,22,7,384.4260018335377
499,17,2,432.8999194647693
500,26,5,409.876855915412
501,46,2,124.66423729011505
502,7,5,419.097108611054
503,16,3,34.60279661292533
504,12,4,81.33879847193802
505,13,1,28.96194034191232
506,49,7,373.3105434321492
507,36,9,440.04082254392944
508,33,7,349.21333372369577
509,31,7,434.1446466718752
510,26,5,468.8144189384793
511,34,2,319.87688314846713
512,23,1,388.2784935704732
513,37,2,103.36096027153003
514,16,9,166.78853974522406
515,48,5,155.34922185724605
516,9,2,136.82945249379608
517,5,4,56.255266888536894
518,18,7,337.22676709033044
519,49,6,487.39979982677266
520,21,5,406.7238271542939
521,16,8,465.40269149685594
522,15,8,254.66820005175944
523,43,5,154.08076970175583
524,25,9,465.5119531287695
525,14,6,270.0692593456166
526,5,8,373.8315008752381
527,41,2,260.9020517489437
528,34,1,176.16300981363315
529,15,5,14.385546610138535
530,5,7,193.86219948176378
531,38,1,436.2284008821985
532,39,5,157.83242533332648
533,19,9,65.7143187091157
534,3,7,79.11080677602762
535,17,4,352.3615853527671
536,47,1,66.27641737771019
537,24,3,129.25225119160092
538,22,9,459.08396085810585
539,16,8,79.01102279356061
540,8,3,211.108950893147
541,43,8,115.61226302837737
542,27,1,148.65665712098607
543,9,7,368.4876946895952
544,32,2,238.23960991263374
545,7,9,52.70088818720818
546,24,5,121.53759976329253
547,47,2,430.01896404288067
548,34,1,407.5406175164682
549,42,1,180.9636098365569
550,25,5,25.285895848108613
551,35,9,364.298393546907
552,46,9,54.42312454452795
553,50,5,355.7716101056825
554,3,2,139.40582847319598
555,10,2,320.519637179739
556,6,2,332.0286212844587
557,40,5,348.38324634629635
558,43,1,234.1760874525128
559,48,6,379.3811448024683
560,19,4,360.5683122207869
561,13,6,123.77160905445095
562,49,9,319.1763647690477
563,36,2,331.9369426584427
564,9,3,303.09960666110004
565,7,7,110.95962023164965
566,27,8,301.9177976779808
567,40,4,383.3490064620804
568,26,9,308.1826631189249
569,22,2,475.2532555837978
570,11,5,39.33342680108015
571,1,4,206.38715149101728
572,35,9,175.13054308993176
573,26,4,22.46574019647683
574,44,9,430.11714485912677
575,18,6,103.27491403456928
576,31,5,477.78097745760437
577,35,9,478.83772867782494
578,12,4,483.23638904570794
579,38,4,80.23240276398234
580,37,6,116.70535542048582
581,23,8,114.62401948195551
582,4,2,71.59381785457842
583,21,9,43.874707518282904
584,45,7,215.0801572664827
585,31,8,99.59605232172628
586,22,1,470.4067757491563
587,28,5,23.041466611781864
588,1,9,301.4708457463542
589,12,2,291.72574625454234
590,28,5,168.8023247357882
591,16,8,484.7200372606176
592,7,7,80.46921723023982
593,43,8,82.70066565585942
594,3,2,92.92787394636899
595,4,9,103.86574364919619
596,38,8,441.8505651776863
597,6,6,105.66733543126684
598,50,6,372.36224156853086
599,36,1,478.4327147869043
600,41,7,491.37798200898163
601,22,7,381.7390749557064
602,32,3,250.25069082570548
603,35,8,373.9478201521037
604,6,1,245.9641972225105
605,42,2,159.76269856268064
606,47,9,358.6615032902299
607,43,5,210.69873398627547
608,14,2,448.19673609388406
609,24,8,75.22354857437193
610,26,8,143.26718776371027
611,9,2,164.66470967499757
612,1,4,284.4645630162458
613,45,2,292.62667826226425
614,29,6,453.03320329529714
615,36,7,471.6000149569633
616,44,9,71.3239779543539
617,49,3,286.7478638865109
618,30,3,477.83495968302475
619,44,5,451.4879425542941
620,2,1,398.54310273020735
621,12,3,91.00733103338696
622,2,7,140.993451764546
623,32,6,123.41569686323673
624,39,4,144.97671836216247
625,19,8,108.30267351190207
626,38,5,369.26205090344024
627,49,7,394.5923403357677
628,23,9,181.9328915267815
629,46,8,394.7422898155031
630,46,4,363.043926308042
631,49,2,453.01698036051073
632,37,6,285.8138293894749
633,12,1,471.90485620872914
634,2,1,373.6142303468101
635,23,7,330.8259331991196
636,44,3,177.85916413012575
637,5,8,52.58564142288327
638,6,3,244.04918811989714
639,16,4,125.8416581612899
640,22,4,411.0804121761437
641,26,1,326.1467781193725
642,23,7,477.52674656936824
643,8,2,139.79535020841817
644,29,2,291.0540450995021
645,27,9,263.0648094335913
646,38,8,127.87370749901855
647,43,4,361.6461808744268
648,30,5,317.30787269020664
649,38,8,63.67654434236623
650,32,5,318.81269470795047
651,28,2,308.0625710587621
652,23,5,97.04777148947764
653,2,2,330.70763940163283
654,16,6,295.84317101431526
655,43,3,246.10547630649447
656,14,2,124.87658766180058
657,39,8,102.01350751853748
658,25,9,160.6475317631743
659,33,5,96.8172280359507
660,37,1,350.1856798050069
661,5,9,127.77219421385867
662,14,1,177.2877652189614
663,9,7,285.980241508638
664,14,5,48.982857297747024
665,30,9,35.736596940801796
666,10,7,439.90207130239867
667,26,2,366.67160527127925
668,41,7,46.78600828839413
669,25,5,312.1428886536654
670,42,7,180.4839364712835
671,37,7,39.3759628400871
672,22,3,191.20333045453717
673,29,7,284.87415208595525
674,37,2,13.383635979243081
675,25,8,334.6179261316611
676,4,7,312.455619494717
677,29,4,111.6474153607779
678,49,5,403.94889665211053
679,25,9,406.525476129707
680,13,1,322.70448630999465
681,24,8,160.51116697907437
682,1,9,449.505987821666
683,50,5,421.4059401906688
684,36,6,160.71655445542098
685,5,9,313.11662446509087
686,3,8,117.48887967971658
687,32,1,475.796474015563
688,41,6,27.33309565318753
689,40,2,384.57883221152935
690,22,3,396.6247627711096
691,6,6,260.5120110668603
692,29,5,256.4182780080772
693,4,5,194.38381607411458
694,32,1,204.30575535215308
695,46,5,346.2754172562723
696,50,3,400.74787139096105
697,6,4,138.23619691437224
698,32,8,307.02227396036227
699,18,8,282.6000359320879
700,6,6,484.82891313630046
701,25,4,419.8070203976952
702,22,2,72.1684689288328
703,8,7,302.25506700143353
704,6,8,77.5707794480267
705,40,4,299.95553061894236
706,13,8,334.6248314736716
707,4,9,417.0652930692196
708,12,6,347.84445890897695
709,10,7,456.31272580123334
710,11,7,347.94883424756654
711,4,9,99.38153799350486
712,22,4,164.76264001343822
713,47,1,59.70324788656751
714,31,1,218.83749324623872
715,42,6,24.09746688966808
716,13,1,206.19690687040344
717,11,5,189.3928358265589
718,25,4,75.47071644215337
719,17,3,206.46805469408451
720,46,1,156.00843132092325
721,20,4,124.51573175758642
722,21,8,380.3348989681283
723,33,5,55.23051774169266
724,44,8,288.11656765296067
725,17,9,162.50911728767716
726,47,7,179.35043060888353
727,16,7,390.47777393093537
728,40,3,244.00427622929791
729,46,8,234.83136851150772
730,36,3,180.16789050077298
731,17,6,335.6254048883723
732,16,3,237.73583300117872
733,6,5,317.85296599642885
734,17,5,314.17050852225407
735,48,1,139.5470156468459
736,27,3,104.04889149446063
737,12,7,90.26927639836495
738,30,8,330.47381575890756
739,43,5,192.09597177776928
740,43,3,253.40811668233346
741,8,4,326.91218003869307
742,4,3,288.2577403637094
743,30,3,237.34843311844782
744,31,9,118.24555936525796
745,44,3,451.9951719629896
746,46,6,366.3474653804064
747,16,4,307.8007374732677
748,8,2,74.08173048844526
749,49,8,354.4478984111806
750,17,1,443.5151114381783
751,5,8,472.11075954450945
752,21,4,159.24624836838103
753,18,7,269.4243748929667
754,38,3,40.036170150508454
755,1,9,410.23997384511176
756,28,4,239.90283428561878
757,30,5,107.93318495471667
758,20,1,287.0997628728102
759,23,2,450.98812539457003
760,19,8,81.83988649465289
761,45,8,311.10833353191623
762,31,1,304.0532058961687
763,47,1,253.5081421721207
764,6,4,422.60994541567004
765,45,2,118.61235606770985
766,23,7,245.20389217435564
767,14,6,282.1282691431476
768,33,1,354.78880298296974
769,30,3,82.30097450553647
770,44,9,438.4979782146645
771,15,8,392.40821689185685
772,9,8,288.0478678429185
773,15,4,218.12521084909906
774,44,4,245.66049054482897
775,15,2,143.68467917982227
776,6,3,341.007792300654
777,40,6,439.64678545366377
778,41,1,259.03150833969926
779,23,1,499.01608150062634
780,7,4,94.09285898261564
781,3,3,200.26660289738697
782,8,3,309.7224862636598
783,29,4,187.28943979219147
784,34,7,267.4678825234193
785,17,6,141.66352452437732
786,27,6,224.1241853229416
787,40,1,459.5133676188784
788,15,5,25.21933642379578
789,29,9,127.97463860233364
790,41,6,441.4065924219075
791,24,6,358.2443934548283
792,39,1,122.63592564408839
793,21,4,58.229970589654094
794,28,6,139.09602831790068
795,35,9,349.30187089226393
796,8,4,122.70459416117417
797,30,8,300.7440920582614
798,43,2,37.79900050568451
799,8,9,212.4436069445218
800,32,7,156.32869738820418
801,36,7,465.61449889951655
802,4,8,331.6287616256473
803,9,7,203.53905251033837
804,26,6,23.41011640198493
805,42,3,205.4030520787378
806,21,2,284.30493386783996
807,8,8,216.16304464271508
808,18,6,224.698312201223
809,26,3,58.045311251531565
810,36,2,339.24850635828886
811,11,2,38.22105505447077
812,20,4,458.03239699797626
813,18,2,421.38951166236683
814,41,3,124.08433903476977
815,35,8,426.8990909677805
816,2,3,226.7331212067856
817,37,1,309.5947602806178
818,5,1,353.53616752818476
819,23,8,91.97217376330883
820,8,8,171.24094922454051
821,44,1,54.737822797880824
822,45,4,189.03540565260252
823,9,2,83.84531123034854
824,20,4,304.8897172852675
825,1,3,147.5283269133882
826,13,8,309.2344558577354
827,43,7,159.58300917546268
828,49,1,53.85920859107344
829,18,2,349.4755906975534
830,7,1,376.4364644524387
831,20,9,406.4868328060808
832,15,4,81.49513439687007
833,31,2,268.2828352555679
834,10,1,99.10489817059347
835,17,7,171.21363290482532
836,28,8,403.79131212858897
837,6,2,404.508229160239
838,24,4,287.1810207880283
839,48,5,337.2595752631184
840,1,9,289.6493161628058
841,29,3,233.5456428244879
842,32,8,322.0766671805654
843,29,9,236.3400178056423
844,43,4,440.7949491536869
845,18,6,138.9923640748577
846,48,3,433.0157002645849
847,4,6,488.47321854855704
848,45,3,83.61184029294856
849,32,7,58.87162004496851
850,28,7,35.28008341286322
851,8,1,408.1439556466418
852,15,6,104.42748998110442
853,34,9,184.24050861701704
854,29,1,87.99757135112218
855,24,8,102.36589241609298
856,23,7,227.7090742876773
857,4,4,157.78647506356148
858,18,3,87.88782638926193
859,49,4,293.8028462462507
860,46,3,438.2656558876494
861,28,6,269.15237640248637
862,34,3,154.31498923570678
863,33,8,39.493940106181995
864,42,5,425.6594579054188
865,5,1,276.12489745796296
866,3,5,149.36165319846214
867,6,2,449.7308653168775
868,35,6,461.5356522737941
869,6,6,150.131494517581
870,29,7,451.06424057868225
871,12,1,112.67212332535499
872,44,4,146.87402694851554
873,28,8,450.7540098389624
874,8,4,148.63119232938035
875,41,7,341.50506293377236
876,41,3,369.4647317773267
877,10,3,105.98766268213491
878,15,3,55.5544899288517
879,40,2,179.35871851366443
880,38,1,487.3600128529988
881,21,1,477.2927847898402
882,5,7,338.3168732602419
883,38,7,208.29742757139942
884,11,9,339.02896034887397
885,2,1,468.3353409543527
886,25,1,403.9634990936472
887,19,9,104.24737770678355
888,14,6,368.21037058345695
889,21,7,149.40330232435332
890,42,5,204.00967998162741
891,8,7,374.535131589641
892,21,5,402.4198280621537
893,41,7,152.02417774539003
894,38,2,20.13081654579328
895,22,8,438.34058952421503
896,36,5,442.724594601343
897,15,4,210.18694326997718
898,46,3,36.094781641076665
899,3,5,254.5776225768612
900,29,7,175.76623724423018
901,11,4,369.1367294692225
902,5,7,187.78453361464312
903,40,7,294.6713597809979
904,9,8,449.3170742661675
905,6,1,78.59033988995675
906,22,7,169.72509472943733
907,48,7,265.01900795604973
908,18,4,336.4345652367065
909,7,3,435.11155835635367
910,17,6,102.27835425399273
911,14,2,361.1692249977788
912,24,4,337.09564850254424
913,47,8,246.8742723591285
914,6,8,189.73875954753535
915,41,6,412.28194344427317
916,1,7,186.34884473238336
917,20,7,281.8257593764261
918,15,9,71.82437982126183
919,12,8,152.58474151910437
920,19,5,222.55399940315004
921,8,5,122.38595613600249
922,12,9,475.6928731756434
923,36,8,80.24955040374105
924,17,6,465.6748862886524
925,38,6,107.79953540419574
926,19,8,136.32918027164345
927,10,3,441.4997529268261
928,16,5,482.5564224191521
929,8,2,121.36398335226573
930,29,3,332.9364928098663
931,20,2,475.59744944639215
932,28,5,306.9166985427557
933,15,7,342.50960727145457
934,37,1,197.61834693284004
935,10,9,192.81359244978424
936,40,9,287.1913976801595
937,44,6,224.95381272469615
938,41,9,42.26908584845984
939,40,6,480.23551660197813
940,33,8,163.88761284616413
941,27,2,215.65629951249107
942,33,6,313.22277065526157
943,42,5,427.05045051682623
944,6,5,370.0367321836936
945,17,4,140.97443120065552
946,12,7,261.2274723124609
947,23,9,337.1043614475327
948,40,3,490.7113053013756
949,31,3,87.1981581791723
950,49,7,359.5977060005278
951,11,1,239.82298497175188
952,41,8,92.22554830241766
953,14,4,33.28428753741892
954,19,7,70.67349200575234
955,41,3,214.74142452124678
956,34,9,132.13858706423747
957,9,5,461.05436941565887
958,46,6,494.54736480797146
959,21,6,331.374071873726
960,22,9,202.90126612356406
961,39,6,416.75446660804056
962,16,8,198.85267054151464
963,4,4,260.0328551225746
964,40,3,117.8787250079227
965,12,8,23.47748795485103
966,26,9,297.5329783428452
967,46,1,218.7151221060917
968,15,6,257.51296513562346
969,26,2,108.73937107277604
970,9,5,56.25401526843255
971,3,3,409.755977084977
972,37,2,312.43477814223934
973,35,9,228.3570615548373
974,38,9,41.562109398456315
975,35,2,422.4618093113719
976,35,3,263.15243581669245
977,44,6,173.13741569888762
978,8,1,443.7705446725643
979,43,7,447.88238408593185
980,2,1,298.3989292008849
981,6,6,457.2863838156508
982,27,3,52.92966435886258
983,17,2,228.96091523905605
984,25,1,453.89832715989974
985,36,2,187.57570932017484
986,49,1,207.9161196318043
987,12,7,294.14446460491564
988,28,4,143.2395232522495
989,46,4,173.10140423535375
990,30,4,189.7704301057427
991,39,7,485.78116093934494
992,40,5,107.47047031910613
993,24,2,412.9324141340504
994,48,1,130.04329577478552
995,4,8,434.98465684827386
996,19,6,307.9845182683859
997,16,7,433.3737707800735
998,35,2,120.8548774128237
999,10,8,27.25319488630704
1000,20,9,65.38879004977416
